CourseCode,ProfessorName,NumberAPlus,NumberA,NumberAMinus,NumberBPlus,NumberB,NumberBMinus,NumberCPlus,NumberC,NumberCMinus,NumberDPlus,NumberD,NumberDMinus,NumberF,NumberW
PS305,"Thomas-Ward, Jamie M",0,4,6,3,4,3,2,2,0,0,1,1,0,0
PS394,"Vasquez, John A",0,3,6,3,8,2,0,0,0,0,0,0,0,0
PSYC100,"Lucas, Sandra G",2,5,1,7,7,4,4,5,2,1,3,1,3,0
PSYC201,"Jeon, Gahyun",10,4,0,2,5,3,2,0,1,0,0,0,0,0
PSYC238,"Flores, Luis E",0,2,5,2,5,4,3,0,0,0,0,0,0,0
PSYC363,"Elieff, Chryle",0,10,2,0,8,0,0,1,0,0,0,0,1,0
RLST110,"Raybeck, Nathan D",0,4,2,2,3,3,1,2,2,0,2,0,1,0
RST100,"Robinett, Jeremy L",2,16,5,13,6,0,1,0,0,0,0,0,0,1
RST218,"Acevedo, Juan C",13,7,11,1,1,0,0,1,0,0,0,0,0,0
SHS514,"Cravens, Jennifer J",2,17,1,0,2,0,0,0,0,0,0,0,0,0
SHS577,"Cetin, Patricia D",20,6,0,1,1,0,0,0,0,0,0,0,0,0
SHS579,"Chambers, Lou",0,7,2,10,4,0,0,0,0,0,0,0,0,0
SOC100,"Steward, Daniel J",4,17,8,8,13,8,3,6,2,0,7,0,4,2
SOC350,"Shoffstall, Grant W",0,7,0,0,11,0,0,5,0,0,1,0,1,0
SOCW400,"Carter-Black, Janet D",13,3,2,1,1,1,0,0,0,0,0,0,0,0
SOCW410,"Park, Min G",0,23,4,0,1,0,0,0,0,0,0,0,0,0
SOCW541,"Wu, Chi-Fang",3,12,2,7,2,0,0,0,0,0,0,0,0,0
SPED117,"Bentz, Johnell L",0,23,0,0,2,0,0,0,0,0,0,0,0,0
STAT100,"Marden, John I",4,32,4,2,16,5,2,6,2,0,4,1,0,0
STAT400,"Monrad, Ditlev",2,21,2,2,5,0,3,2,0,0,1,0,2,0
STAT410,"Stepanov, Alexey G",3,11,2,2,0,1,0,4,2,1,1,0,1,1
STAT440,"Muyot, Maria E",7,17,5,0,1,0,0,1,0,0,0,0,0,0
TAM212,"Wineman, Michael J",0,7,3,1,5,4,3,3,6,3,2,0,9,2
TAM251,"Vilasur Swamina, Vikhram",1,5,0,5,5,1,0,2,0,2,3,0,1,0
TAM335,"Navaneetha, Arjun",0,5,8,5,5,7,3,1,0,2,0,0,0,0
UP480,"Deal, Brian M",3,5,5,3,3,3,0,0,0,0,0,0,0,0
AAS100,"Kwon, Soo Ah",13,7,2,0,2,0,0,0,0,0,0,0,0,0
ACCY301,"Klevsky, Elena",2,3,6,5,2,1,2,1,0,0,0,0,0,0
ACCY302,"Garza, Brent A",4,3,5,4,3,2,1,0,0,0,0,0,0,0
ACCY303,"Czerney, Keith R",0,3,4,3,8,2,1,0,0,0,0,0,0,0
ACCY312,"Holder, Daniel E",1,6,2,1,11,3,1,5,1,0,1,0,0,0
ACCY500,"Sandretto, Michael J",5,27,15,12,0,0,0,0,0,0,0,0,0,0
ACCY501,"Ibrahim, Adel Nematallah",0,10,9,7,16,1,1,0,0,0,0,0,0,0
ACCY501,"Ibrahim, Adel Nematallah",0,18,4,10,5,1,0,1,0,0,0,1,0,0
ACCY510,"Polinski, Paul W",0,6,10,5,1,0,0,0,0,0,0,0,0,0
ACCY557,"Aquino, Glenn D",0,23,0,0,8,0,0,0,0,0,0,0,0,0
ACCY559,"Giertz, J F",1,10,12,2,6,0,0,0,0,0,0,0,0,0
ACCY560,"Chandler, John S",3,9,15,6,0,0,0,0,0,0,0,0,0,0
ACCY560,"Chandler, John S",1,20,9,2,0,0,0,0,0,0,0,0,0,0
ACCY560,"Chandler, John S",27,1,2,0,1,0,0,0,0,0,0,0,0,0
ACE100,"Gundersen, Lisa C",0,2,6,1,6,3,0,5,1,1,4,1,1,0
ACE161,"Shah, Payal S",0,23,0,0,0,0,0,1,0,0,0,0,0,0
AGCM270,"Cupps-Miller, Heather A",0,19,0,1,6,0,0,2,0,0,2,0,2,0
ANSC110,"Kesler, Darrel J",5,12,1,0,7,0,0,0,0,0,0,0,0,1
ANSC331,"Nowak, Romana A",6,9,3,3,3,0,0,1,1,0,0,0,0,0
ANSC542,"Rodriguez-Zas, Sandra L",0,24,5,1,0,0,0,0,0,0,0,0,0,0
ANTH103,"Moodie, Ellen",0,34,33,26,20,11,3,4,5,0,3,0,5,1
ANTH180,"Silverman, Helaine I",4,17,1,1,2,0,0,0,0,0,0,0,0,0
ANTH209,"Manalansan, Martin F",11,16,4,1,1,0,0,0,0,0,0,0,0,0
ARCH475,"Kim, Michael K",3,7,10,4,0,0,0,0,0,0,0,0,0,0
ASTR100,"Looney, Leslie W",1,8,3,3,7,2,4,5,2,1,2,0,2,1
ATMS120,"Snodgrass, Eric R",155,32,6,7,11,5,2,5,0,0,2,0,3,2
BADM300,"Kindt, John W",18,38,0,0,2,0,0,0,0,0,0,0,0,0
BADM300,"Marrs, Gregory A",4,7,2,2,3,7,0,0,0,0,0,0,0,0
BADM310,"Lim, Jaegoo",0,9,2,7,4,1,2,0,1,0,2,0,0,0
BADM310,"Shabbir, Muhammad S",0,13,15,10,3,1,2,1,0,0,0,0,1,0
BADM320,"Liu, Xuefeng",13,11,9,3,0,1,0,0,0,0,0,0,0,0
BADM320,"Shabbir, Muhammad S",0,14,7,2,4,3,1,1,0,0,0,0,0,0
BADM320,"Shabbir, Muhammad S",0,31,16,8,6,2,1,0,0,0,0,0,0,0
BADM350,"Sachdev, Vishal",1,15,9,6,6,2,4,1,0,1,0,0,1,0
BADM380,"Clarke, John F",0,2,2,7,6,3,2,0,0,0,0,0,0,0
BADM551,"Bradley, Joe A",0,12,31,2,0,0,0,0,0,0,0,0,0,0
BADM567,"Gurumurthi, Suryanarayana",0,25,11,2,1,0,0,0,0,0,0,0,0,0
BADM567,"Gurumurthi, Suryanarayana",2,26,6,5,1,0,0,0,0,0,0,0,0,0
BADM567,"Petruzzi, Nicholas C",0,13,0,8,3,1,0,0,0,0,0,0,0,0
BADM572,"Taghaboni-Dutta, Fataneh",25,14,0,0,3,0,1,1,0,0,0,0,0,0
BADM590,"Sleptsov, Alexander",0,24,7,4,0,0,0,0,0,0,0,0,0,0
CEE422,"Liu, Liang Y",0,9,4,3,5,2,0,2,1,0,0,0,0,0
CEE469,"Gurfinkel, German",4,9,4,2,1,2,0,1,1,0,0,0,0,0
CHEM102,"Huang, Tina H",0,3,6,5,10,6,7,8,6,4,2,1,7,0
CHEM103,"Karns, Krysten M",0,6,3,9,11,3,1,0,0,0,0,0,3,0
CHEM104,"Hummel, Thomas J",1,8,1,6,8,8,8,2,3,2,0,0,1,0
CHEM105,"Muller, Neal W",0,6,5,7,4,3,1,2,1,1,0,1,0,0
CHEM232,"Rafferty, Ryan",2,12,6,4,18,7,3,24,6,0,6,0,7,2
CHEM233,"Rafferty, Ryan",0,14,3,4,23,1,2,7,2,0,0,0,0,0
CHEM332,"Evans, Michael J",2,12,3,2,5,2,4,2,0,0,2,0,0,1
CHLH100,"Trask, Jeffrey T",19,13,14,5,11,6,3,0,2,1,0,0,3,1
CHLH101,"Herrmann, Lynn K",3,11,2,6,5,2,0,3,0,0,0,0,0,0
CHLH206,"Rinaldi-Miles, Anna I",16,14,10,5,8,10,4,5,2,0,0,2,1,1
CHLH243,"Delic-Ovcina, Lejla",4,12,11,14,13,6,3,0,3,1,3,0,0,0
CI410,"Dean, Sheila R",0,33,5,1,1,2,1,1,0,0,0,0,1,0
CMN102,"Josey, Christopher S",3,2,5,5,5,6,2,1,0,0,0,0,0,0
CMN211,"Basinger, Erin D",0,6,5,5,1,0,1,2,1,0,0,0,0,1
CMN212,"Atouba Ada, Yannick Lione",0,3,2,1,4,4,2,3,2,0,0,0,0,0
CMN230,"Pusateri, Kimberly B",0,5,5,1,9,2,1,3,1,0,0,0,1,0
CMN260,"LaVoie, Nicole",0,7,4,3,5,2,2,3,0,0,0,0,1,1
CMN260,"Martin, Summer C",1,3,7,1,6,4,3,0,0,0,1,0,2,1
CMN396,"Caudle, Courtney A",0,13,3,1,2,2,3,4,0,0,0,0,0,0
CMN396,"Martinez, Jermaine",0,10,9,4,0,1,0,0,0,0,0,0,0,0
CS173,"Pittman, Lance C",1,0,8,5,2,8,4,0,1,0,0,1,0,0
CS225,"Toole, John D",1,12,6,4,8,2,3,4,5,0,3,0,7,1
CS241,"Fagen, Wade A",2,3,2,1,4,2,2,4,0,0,3,0,3,0
CS373,"Cunningham, Ryan M",11,9,1,3,4,1,1,4,2,0,3,0,0,0
CS411,"Weninger, Timothy E",1,8,11,2,3,1,1,1,0,0,0,0,0,0
CS421,"Griffith, Dennis E",1,4,2,2,1,4,1,2,1,0,0,1,2,0
CS425,"Montanari, Mirko",3,5,8,1,2,3,2,0,0,0,0,0,0,2
DANC100,"Kelley, Kathleen M",2,6,8,3,4,1,2,3,0,0,0,0,0,1
DANC100,"Brandt, Elizabeth A",5,11,5,1,1,4,1,0,0,1,0,1,2,1
EALC250,"Ruppert, Brian D",1,7,2,7,4,0,0,1,0,0,0,0,0,0
ECE205,"Mohamed, Mohamed Y",5,0,4,4,9,3,4,0,0,1,0,0,0,0
ECE210,"Leap, John",1,2,3,7,2,6,3,1,3,0,0,0,0,0
ECE290,"Rogers, Michael B",1,14,2,5,7,4,9,2,1,0,2,0,0,0
ECE313,"Hassanzadeh, Farzad",1,2,1,5,3,3,0,5,3,0,1,3,1,0
ECE329,"Kudeki, Erhan",5,15,11,7,13,5,3,2,2,0,1,0,0,0
ECE340,"Leburton, Jean-Pierre",4,4,4,5,6,3,6,4,6,1,3,0,4,1
ECE342,"Schutt-Aine, Jose E",7,24,12,1,1,3,4,0,0,0,1,0,0,1
ECE343,"Radhakrishnan, Chandrasek",11,8,1,3,0,0,0,0,0,0,0,0,0,0
ECE350,"Schutt-Aine, Jose E",4,3,6,5,3,3,1,1,0,0,0,0,0,0
ECE444,"Sievers, Dane J",2,15,0,0,7,0,0,2,1,0,0,0,0,0
ECON102,"Bailey Athias, Diloa J",1,2,8,6,3,3,1,3,0,1,0,0,1,0
ECON102,"Vazquez, Jose J",1,10,7,8,8,1,4,8,4,4,5,1,4,1
ECON103,"Gottheil, Fred M",1,20,0,0,6,1,0,4,0,0,0,0,1,0
ECON103,"Malasquez Carbo, Eduardo",2,4,5,4,1,2,0,3,0,0,0,0,1,0
ECON202,"Kim, Dongwoo",1,3,1,3,3,1,2,5,1,0,1,0,1,1
ECON203,"Shahhosseini, Mehrnoush",13,10,5,11,4,3,5,1,1,1,1,0,2,3
ECON302,"Santos, Raul Antonio C",11,6,10,6,6,5,0,2,0,0,0,0,5,1
ECON302,"Arvin-Rad, Hassan",1,5,7,6,7,7,3,5,6,1,0,0,0,0
ECON568,"Esfahani, Hadi S",3,10,6,4,3,0,4,0,0,0,0,0,0,0
ECON568,"Esfahani, Hadi S",11,22,8,2,3,0,0,0,0,0,0,0,0,0
EIL486,"Ingels, Sue A",11,5,2,3,1,0,0,0,0,0,0,0,0,0
ENG198,"Dragic, Peter D",5,9,0,3,3,0,2,0,0,0,0,0,0,0
ENG451,"Zehr, Sarah M",2,39,11,1,7,1,0,0,0,0,2,1,0,0
ENSU310,"Snodgrass, Eric R",26,5,1,3,3,1,0,1,0,0,0,0,2,2
EPS427,"Mayo, Cris S",0,48,1,0,0,0,0,2,0,0,0,0,0,0
ESE320,"Cole, Todd M",4,8,1,3,7,2,0,2,0,0,0,0,0,0
FIN221,"Maurer, Martin",3,14,4,4,5,0,0,2,0,0,0,0,0,1
FIN502,"Petry, Joseph A",3,18,13,12,17,3,1,0,0,0,0,0,0,0
FIN502,"Petry, Joseph A",3,17,11,11,14,2,0,0,0,0,0,0,0,0
FIN511,"Weisbenner, Scott J",3,8,6,6,5,1,0,1,0,0,0,0,0,0
FIN511,"Peters, Stephen R",0,24,4,8,0,0,0,0,0,0,0,0,0,0
FIN580,"Kannan, Srinivasan",9,42,1,5,2,1,0,0,0,0,0,0,0,0
FIN580,"Kannan, Srinivasan",11,44,3,5,1,2,0,0,1,0,0,0,0,0
FIN580,"Peters, Stephen R",0,18,7,5,0,0,0,0,0,0,0,0,0,0
FSHN120,"Radlowski, Emily C",6,5,3,2,2,1,2,0,0,0,0,0,1,0
GEOL100,"Herrstrom, Eileen A",0,6,4,3,1,0,1,3,2,0,0,1,2,2
GEOL118,"Altaner, Stephen P",4,10,4,3,3,2,1,1,0,2,1,1,3,0
GER250,"Kroh, Regine",3,7,6,1,5,2,0,0,0,0,0,0,0,0
GWS335,"Cole, Cheryl L",1,15,4,1,3,1,0,0,1,0,0,0,1,1
HDFS105,"Brooks, Jan D",0,36,0,0,3,0,0,0,0,0,0,0,0,1
HIST100,"Smith, Rachel D",2,14,6,0,1,1,0,0,0,0,0,0,0,0
HIST273,"Kurhajec, Anna L",1,8,12,12,6,3,0,2,0,0,0,0,0,0
IB105,"Clegg, Benjamin F",3,7,8,0,4,2,1,0,4,1,0,0,1,0
KIN109,"Diggins, Ciera C",0,19,0,0,2,0,0,1,0,0,0,0,0,0
KIN249,"Vitosky, Caitlin L",0,13,0,0,9,0,0,2,0,0,0,0,0,0
IS458,"Wong, Melissa A",9,8,4,2,1,0,0,0,0,0,0,0,0,0
IS502,"Estabrook, Leigh S",0,13,10,4,0,1,0,0,0,0,0,0,0,0
IS502,"Estabrook, Leigh S",2,15,15,7,0,1,0,0,0,0,0,0,0,0
IS505,"Burger, Robert H",2,17,4,0,0,0,0,0,0,0,0,0,1,0
IS510,"Peters, Thomas A",0,28,0,0,0,0,0,1,0,0,0,0,0,0
IS590,"Offenstein, Timothy L",1,12,6,2,1,0,1,0,0,0,0,0,0,0
IS590,"Trainor, Kevin",4,13,4,0,0,0,1,0,0,0,0,0,0,0
IS590,"Berger, Sidney E",0,16,7,3,0,1,0,2,0,0,0,0,0,0
MACS100,"Molina, Isabel",1,19,0,0,2,2,1,0,0,0,1,1,0,0
MATH220,"Xu, Ping",2,2,2,2,2,2,1,3,2,0,4,1,2,0
MATH231,"Park, Hyunchul",2,8,0,1,5,0,1,4,0,0,2,0,0,1
MATH231,"Vellis, Vyron S",0,1,3,2,4,4,2,3,0,1,1,0,2,1
MATH241,"Bankovic, Anja",2,4,2,6,5,0,2,4,4,1,1,0,0,1
MATH241,"Roy, Arindam",2,4,3,2,2,4,6,2,2,2,0,1,1,0
MATH285,"Manfroi, Aldo J",3,15,0,0,14,0,0,8,0,0,1,0,1,0
MATH415,"Muncaster, Robert G",0,0,3,5,2,0,6,4,0,1,1,0,1,1
MATH415,"Muncaster, Robert G",0,2,3,3,3,7,3,0,3,0,0,0,1,0
MATH444,"Miles, Joseph B",3,3,3,2,5,3,3,3,0,0,0,0,0,1
MCB150,"Mehrtens, Bradley G",1,3,5,6,10,9,2,1,4,1,2,6,3,1
MCB244,"Brown, Chester M",6,6,10,11,13,14,8,5,3,2,0,2,0,1
MCB246,"Brown, Chester M",3,8,2,6,11,4,6,10,1,1,1,1,1,0
MCB250,"Hebbard, Carleigh F",1,5,0,1,3,3,1,4,1,0,1,0,2,0
MCB450,"Levesque, Lyne",2,4,7,10,7,10,7,5,3,9,2,3,0,0
NRES598,"Taylor, Christopher A",8,4,2,0,1,4,0,2,0,2,0,2,0,0
PHYS101,"Shoaf, Curtis M",14,10,10,10,11,6,7,4,6,2,3,5,2,1
PHYS102,"Carrubba, James G",1,4,4,8,10,8,3,1,1,1,0,0,0,0
PHYS211,"Davis, A D",1,5,3,3,3,5,0,0,0,1,0,0,0,1
PHYS212,"Giannetta, Russell W",2,13,18,14,9,5,4,4,0,0,0,0,2,2
PHYS213,"Hassani, Sadri D",6,5,10,6,1,5,7,7,5,1,1,0,0,0
PHYS214,"Hassani, Sadri D",6,3,5,5,8,1,7,1,2,1,1,0,0,1
PS101,"Caughell, Leslie A",0,1,3,7,6,6,0,3,0,0,0,0,1,0
PS240,"Koev, Danail L",0,8,3,2,5,4,0,3,0,0,0,0,4,0
PS280,,0,1,2,6,4,1,2,2,0,1,0,0,3,1
PS305,"Thomas-Ward, Jamie M",0,4,6,3,4,3,2,2,0,0,1,1,0,0
PS394,"Vasquez, John A",0,3,6,3,8,2,0,0,0,0,0,0,0,0
PSYC100,"Lucas, Sandra G",2,5,1,7,7,4,4,5,2,1,3,1,3,0
PSYC201,"Jeon, Gahyun",10,4,0,2,5,3,2,0,1,0,0,0,0,0
PSYC238,"Flores, Luis E",0,2,5,2,5,4,3,0,0,0,0,0,0,0
PSYC363,"Elieff, Chryle",0,10,2,0,8,0,0,1,0,0,0,0,1,0
RLST110,"Raybeck, Nathan D",0,4,2,2,3,3,1,2,2,0,2,0,1,0
RST100,"Robinett, Jeremy L",2,16,5,13,6,0,1,0,0,0,0,0,0,1
RST218,"Acevedo, Juan C",13,7,11,1,1,0,0,1,0,0,0,0,0,0
SHS514,"Cravens, Jennifer J",2,17,1,0,2,0,0,0,0,0,0,0,0,0
SHS577,"Cetin, Patricia D",20,6,0,1,1,0,0,0,0,0,0,0,0,0
SHS579,"Chambers, Lou",0,7,2,10,4,0,0,0,0,0,0,0,0,0
SOC100,"Steward, Daniel J",4,17,8,8,13,8,3,6,2,0,7,0,4,2
SOC350,"Shoffstall, Grant W",0,7,0,0,11,0,0,5,0,0,1,0,1,0
SOCW400,"Carter-Black, Janet D",13,3,2,1,1,1,0,0,0,0,0,0,0,0
SOCW410,"Park, Min G",0,23,4,0,1,0,0,0,0,0,0,0,0,0
SOCW541,"Wu, Chi-Fang",3,12,2,7,2,0,0,0,0,0,0,0,0,0
SPED117,"Bentz, Johnell L",0,23,0,0,2,0,0,0,0,0,0,0,0,0
STAT100,"Marden, John I",4,32,4,2,16,5,2,6,2,0,4,1,0,0
STAT400,"Monrad, Ditlev",2,21,2,2,5,0,3,2,0,0,1,0,2,0
STAT410,"Stepanov, Alexey G",3,11,2,2,0,1,0,4,2,1,1,0,1,1
STAT440,"Muyot, Maria E",7,17,5,0,1,0,0,1,0,0,0,0,0,0
TAM212,"Wineman, Michael J",0,7,3,1,5,4,3,3,6,3,2,0,9,2
TAM251,"Vilasur Swamina, Vikhram",1,5,0,5,5,1,0,2,0,2,3,0,1,0
TAM335,"Navaneetha, Arjun",0,5,8,5,5,7,3,1,0,2,0,0,0,0
UP480,"Deal, Brian M",3,5,5,3,3,3,0,0,0,0,0,0,0,0
AAS100,"Kinase-Leggett, Elizabeth",9,9,7,2,3,0,0,0,0,0,0,0,2,1
AAS100,"Kinase-Leggett, Elizabeth",5,10,4,3,8,2,1,0,0,0,0,0,0,0
AAS100,"Davis, Thomas E",9,15,1,3,4,0,0,0,1,0,0,0,0,1
AAS100,"Davis, Thomas E",13,15,1,1,2,0,1,0,0,0,0,0,0,0
AAS120,"Washington, Myra S",2,6,8,6,15,0,1,0,0,1,0,0,0,0
AAS120,"Arai, Sayuri",2,6,4,4,4,1,6,2,1,1,0,0,0,1
AAS120,"Arai, Sayuri",0,5,3,4,4,3,3,6,1,0,2,0,0,0
AAS258,"Rana, Junaid",0,7,16,2,0,1,0,0,0,0,0,0,0,0
AAS287,"Manalansan, Martin F",1,39,1,1,0,0,0,0,0,0,0,0,0,0
ABE100,"Green, Angela R",0,23,0,0,14,0,0,0,0,0,0,0,0,0
ABE223,"Grift, Tony E",0,29,0,0,27,0,0,11,0,0,1,0,0,1
ABE224,"Kalita, Prasanta K",8,42,0,3,9,1,1,1,2,0,0,0,0,2
ABE466,"Hansen, Alan C",1,4,8,6,2,6,3,1,1,0,1,0,0,0
ABE488,"Singh, Vijay",2,7,3,4,1,3,1,1,0,0,0,0,0,0
ACCY200,"Silhan, Peter A",2,19,12,12,15,22,16,11,4,5,7,3,1,0
ACCY200,"Silhan, Peter A",1,30,18,18,15,17,9,12,5,0,4,3,0,0
ACCY201,"Gilpin, Daniel J",6,7,5,3,0,3,1,0,1,0,1,0,1,0
ACCY201,"Gilpin, Daniel J",8,11,10,2,2,3,2,0,0,0,0,0,0,0
ACCY201,"Donnelly, Brian W",11,7,5,3,0,3,1,4,1,0,1,0,2,0
ACCY201,"Flicher, Jordan A",9,10,6,2,3,5,0,2,1,0,1,0,1,0
ACCY201,"Grubb, Elizabeth A",8,9,9,5,2,5,1,0,1,0,0,0,0,0
ACCY201,"Donnelly, Brian W",8,5,11,7,2,3,1,2,0,0,0,0,0,0
ACCY201,"Flicher, Jordan A",11,8,9,4,1,3,2,0,1,0,0,0,0,0
ACCY201,"Grubb, Elizabeth A",14,7,6,5,4,1,1,0,1,0,0,0,0,0
ACCY201,"Hsu, Rita S",14,7,5,3,2,2,1,1,1,0,1,0,2,0
ACCY201,"Spread, Samuel C",9,9,11,3,4,2,1,0,0,0,1,0,0,0
ACCY201,"Schertz, Michael K",9,8,8,5,4,4,0,1,1,0,0,0,0,0
ACCY201,"Lim, Young K",13,5,6,4,3,2,1,1,0,0,0,0,0,0
ACCY201,"Hsu, Rita S",8,7,10,5,2,4,2,1,0,0,0,0,0,0
ACCY201,"Jain, Ashima",8,13,7,3,3,4,0,1,0,0,0,0,0,0
ACCY201,"Lim, Young K",10,5,11,3,4,2,3,1,1,0,0,0,0,0
ACCY201,"Jain, Ashima",12,9,8,2,4,0,3,2,0,0,0,0,0,0
ACCY201,"Spread, Samuel C",10,7,9,2,3,6,0,0,1,0,2,0,0,0
ACCY201,"Schertz, Michael K",5,7,8,2,7,4,2,1,2,0,1,0,0,0
ACCY202,"Ruhmann, Kymberly C",0,10,3,13,7,4,2,2,2,0,1,0,0,0
ACCY202,"Jackson, Luke R",1,13,2,13,5,5,4,3,0,0,1,0,0,0
ACCY202,"Jackson, Luke R",1,17,2,12,9,2,1,1,2,0,0,0,0,0
ACCY202,"Martin, Charles J",0,11,3,17,7,1,1,2,2,0,0,0,0,0
ACCY202,"Martin, Charles J",0,13,3,14,7,2,3,3,1,0,0,0,0,0
ACCY301,"Rennekamp, Kristina M",5,10,9,4,3,3,1,0,0,0,0,1,0,0
ACCY301,"Rennekamp, Kristina M",6,11,13,5,2,2,1,0,0,0,0,0,0,0
ACCY301,"Chen, Po-Chang",7,16,6,5,5,0,0,0,1,0,0,0,0,0
ACCY301,"Jackson, Kevin",2,3,10,8,6,4,2,1,1,0,0,0,0,1
ACCY301,"Jackson, Kevin",0,5,6,7,13,2,1,3,2,1,0,0,0,0
ACCY301,"Chen, Po-Chang",2,4,6,9,10,2,4,0,0,0,0,0,0,0
ACCY301,"Jackson, Kevin",4,15,8,0,5,0,2,1,0,2,0,0,0,0
ACCY301,"Rennekamp, Kristina M",3,3,11,9,6,3,1,0,0,0,0,1,0,0
ACCY302,"Chen, Xiaoling",3,7,3,5,11,6,1,0,2,0,0,0,0,0
ACCY302,"Chen, Xiaoling",3,7,6,4,12,4,3,0,0,0,0,0,0,0
ACCY302,"Wu, Yu-Ching",10,11,6,6,2,1,1,0,0,0,0,0,0,1
ACCY302,"Wu, Yu-Ching",3,5,12,5,5,4,4,2,0,0,0,0,0,0
ACCY302,"Chen, Xiaoling",3,3,6,9,10,6,2,0,0,0,0,0,0,0
ACCY302,"Turner, Cynthia W",3,6,6,9,9,7,0,0,0,0,0,0,0,0
ACCY303,"Li, Wei",0,5,8,12,6,6,1,0,0,0,0,0,0,0
ACCY303,"Li, Wei",2,2,10,14,6,3,2,0,1,0,0,0,0,0
ACCY303,"Arikan, Ozlem",3,14,9,10,4,1,0,0,0,0,0,0,0,0
ACCY303,"Li, Wei",3,9,6,13,6,3,2,0,0,0,0,0,0,0
ACCY303,"Wang, Jundong",9,17,11,4,0,1,0,0,0,0,0,0,0,0
ACCY304,"Wu, Martin G",0,10,13,9,3,3,0,0,0,0,0,0,1,0
ACCY304,"Wu, Martin G",2,12,14,11,0,1,0,0,0,0,0,0,0,0
ACCY304,"Wu, Martin G",3,17,9,7,2,0,0,0,1,0,0,0,0,0
ACCY304,"Leiby, Justin",0,5,13,13,7,1,0,0,0,0,0,0,1,0
ACCY304,"Leiby, Justin",0,6,16,14,3,0,0,0,1,0,0,0,0,0
ACCY312,"Varadharajan, Anupama",1,5,5,3,11,4,5,0,0,0,0,0,0,0
ACCY312,"Varadharajan, Anupama",0,5,5,15,8,4,0,0,0,0,0,0,0,0
ACCY312,"Varadharajan, Anupama",1,1,5,4,9,9,4,0,0,0,0,0,0,1
ACCY312,"Donohoe, Michael P",0,3,0,6,5,5,3,6,1,1,1,0,0,1
ACCY312,"Donohoe, Michael P",2,3,5,8,5,5,1,3,0,2,0,1,0,0
ACCY312,"Donohoe, Michael P",4,5,3,8,6,5,1,1,0,0,0,0,0,0
ACCY405,"Rowe, Stephen P",2,9,4,9,2,0,0,0,0,0,0,0,0,0
ACCY405,"Bauer, Timothy D",1,8,18,7,5,0,1,0,0,0,0,0,0,0
ACCY405,"Bauer, Timothy D",1,7,10,10,11,0,0,0,0,0,0,0,0,0
ACCY405,"Pomeroy, Bradley M",0,14,9,10,3,1,0,0,0,0,0,0,0,0
ACCY405,"Pomeroy, Bradley M",1,20,7,5,4,0,1,0,0,0,0,0,0,0
ACCY405,"Pomeroy, Bradley M",1,9,9,8,10,0,1,0,0,0,0,0,0,1
ACCY405,"Bauer, Timothy D",1,7,13,9,7,1,0,0,0,0,0,0,0,0
ACCY451,"Sternburg, Thomas",0,4,2,2,18,1,0,0,0,0,0,0,0,0
ACCY451,"Sternburg, Thomas",0,3,5,7,13,1,0,0,0,0,0,0,0,0
ACCY500,"Zhang, Li",4,12,3,5,7,5,2,0,0,0,0,0,0,0
ACCY500,"Venugopalan, Raghunathan",3,18,10,9,1,0,0,0,0,0,0,0,0,0
ACCY500,"Sandretto, Michael J",2,17,10,4,0,0,0,0,0,0,0,0,0,0
ACCY502,"Kao, Glenda W",3,19,12,10,3,0,0,0,0,0,0,0,0,0
ACCY503,"Venugopalan, Raghunathan",3,11,12,1,4,1,0,0,0,0,0,0,0,0
ACCY503,"Venugopalan, Raghunathan",0,16,13,9,4,0,0,0,0,0,0,0,0,0
ACCY504,"Mathrumandiram, Padmakuma",18,9,5,2,1,0,0,0,0,0,0,0,0,0
ACCY504,"Mathrumandiram, Padmakuma",11,15,8,3,1,0,0,0,0,0,0,0,0,0
ACCY505,"Finnegan, Thomas",0,33,6,9,0,0,0,0,0,0,0,0,0,0
ACCY505,"Finnegan, Thomas",0,36,2,5,1,0,0,0,0,0,0,0,0,0
ACCY505,"Finnegan, Thomas",0,28,11,8,2,0,0,0,0,0,0,0,0,0
ACCY510,"Polinski, Paul W",0,9,10,12,8,0,0,0,0,0,0,0,0,0
ACCY510,"Doogar, Rajib K",0,15,7,1,9,4,0,0,0,0,0,0,0,0
ACCY510,"Polinski, Paul W",0,14,13,10,6,0,0,0,0,0,0,0,0,0
ACCY511,"Abdel-Khalik, Ahmed R",0,6,6,11,8,0,0,0,0,0,0,0,0,0
ACCY512,"Schwartz, Rachel",4,31,2,1,1,0,0,0,0,0,0,0,0,0
ACCY512,"Schwartz, Rachel",2,25,6,3,3,0,0,0,0,0,0,0,0,0
ACCY512,"Schwartz, Rachel",0,27,6,2,0,1,1,0,0,0,0,0,0,0
ACCY512,"Chandler, John S",1,17,10,5,2,0,1,0,0,0,0,0,0,0
ACCY512,"Chandler, John S",4,21,11,2,1,0,0,0,0,0,0,0,0,0
ACCY512,"Chandler, John S",0,21,12,4,2,0,0,0,0,0,0,0,0,0
ACCY515,"Beck, Paul J",0,9,3,5,12,1,0,2,0,0,0,0,0,0
ACCY515,"Beck, Paul J",0,14,3,3,9,3,0,0,0,0,0,0,0,0
ACCY517,"Ibrahim, Adel Nematallah",0,16,7,6,2,0,0,0,0,0,0,0,0,0
ACCY517,"Ibrahim, Adel Nematallah",0,13,5,11,6,7,0,1,0,0,0,0,0,0
